company_name,industry,website,phone,address,city,country,postal_code,assigned_to,status
Савельев Групп,Finance,ebbott.biz,+7 (422) 097-1783,"бул. Кедровый, д. 856 стр. 315",с. Камень-на-Оби,Словения,427837,06be3602-6032-43bc-b00a-e11423669d4e,Lead
ИП «Михеева Лазарева»,Education,npo.info,82040571822,"ул. Слободская, д. 1/4 стр. 97",к. Шаховская,Лаос,172833,4945fc70-b4e7-408a-aa80-37f9c03951ab,Lead
Маслова Инк,Manufacturing,npo.ru,+7 786 762 60 23,"пр. Чапаева, д. 3/8 к. 6/2",п. Мелеуз,Малайзия,953403,03cb7d7a-b4d9-4039-b50e-c922a0802f2b,Inactive
ОАО «Исаков»,Retail,rao.biz,+7 (039) 399-44-06,"ул. Тульская, д. 43 стр. 8",г. Тула,Сан-Томе и Принсипи,743690,8d0914f1-2915-4813-8558-bdf19a6779e7,Customer
ЗАО «Овчинников»,IT,npo.info,+7 (106) 234-95-07,"бул. Мелиоративный, д. 93 стр. 5/3",к. Певек,Бразилия,850139,44c36fcd-ba9d-48b4-bf12-a9d0d638d1ed,Lead
"АО «Романов, Романова и Абрамова»",Construction,rao.com,8 872 736 40 84,"ш. Баумана, д. 5/1 к. 8",ст. Миллерово,Суринам,215699,067ae24a-9230-4ee8-9be1-862cb9756f6c,Active
Российская электроника,Finance,ip.edu,+7 (355) 734-95-64,"ул. Октябрьская, д. 6/8",к. Неплюевка,Болгария,221802,f537eb31-1229-4f19-96fc-c46b5cd2772b,Active
Группа НПФ Благосостояние,Education,kondratev.ru,8 743 447 8429,"пер. Калужский, д. 8/7 стр. 7/6",г. Агинское (Забайк.),Сенегал,067087,dd55d6c0-7171-401f-8c98-ea2238aec3ce,Prospect
"ЗАО «Колобова, Васильев и Мясников»",Manufacturing,oao.ru,+7 (246) 392-14-19,"бул. Енисейский, д. 85 к. 1",ст. Александров,Бахрейн,757936,82e1da5f-3541-44cf-847d-d177d55c270a,Active
"ИП «Котова, Брагина и Горбунова»",Education,ooo.edu,+7 (577) 098-5515,"бул. Народный, д. 141 стр. 8/6",ст. Поярково,Соломоновы Острова,304711,f9bb209e-a1c0-4535-adf1-6ad0171cc458,Active
ООО «Кириллов-Шубина»,Construction,oao.org,+7 869 440 1266,"бул. Казачий, д. 3 к. 62",к. Шуя,Сейшельские Острова,449036,e5a56086-48aa-45a1-8d80-12d49248c997,Lead
ОАО «Калинин»,Construction,rao.org,+7 (492) 392-59-08,"бул. Студенческий, д. 15",к. Агата,Гайана,170822,947ae0cd-d8ed-4b85-9df4-906c20a76a4e,Prospect
РАО «Орехова-Виноградова»,Retail,tomskneft.com,8 711 642 03 28,"алл. Щетинкина, д. 6",п. Карабулак,Латвия,204706,2f3e4535-ccc3-4011-a2b2-f9298adf8661,Customer
Данон  (Danone),Retail,oao.edu,+70824587324,"наб. Мичурина, д. 232",г. Калач,Буркина-Фасо,536957,f85a3754-68a7-4a60-bc46-5c7b12a4b0db,Inactive
Воробьева Групп,Retail,npo.com,8 (555) 191-60-87,"бул. Проточный, д. 60 стр. 36",ст. Крымск,Туркмения,600876,109c74dd-ad3b-482d-a095-f02e6389da6b,Customer
Марков Инк,Finance,ao.biz,8 645 431 0263,"ул. Литейная, д. 50 стр. 4",к. Чегем,Сербия,737882,0f86f79c-a64e-400f-9bbe-0a50bb22fe59,Lead
РАО «Калинина-Кононова»,Construction,ooo.biz,+7 618 439 8171,"ш. Ушакова, д. 9 стр. 3/9",п. Усолье Сибирское,Китай,253416,008bb5aa-5e54-453e-b166-ce479db211a3,Active
РАО «Орлова Кондратьев»,Retail,ao.info,+7 245 238 54 54,"алл. Окружная, д. 41 к. 3/4",г. Великие Луки,Узбекистан,986834,22f91f5e-78b4-4fc2-9f2c-fa065a09d5b9,Active
ООО «Силина-Зиновьева»,Construction,reno.net,+7 (187) 958-26-66,"пр. Заовражный, д. 48 к. 6/9",п. Иваново,Хорватия,100240,7cdb8634-ed9b-4f84-9e6a-cf70399f9554,Active
ЗАО «Логинов»,Manufacturing,ip.info,8 (310) 944-1883,"ш. Механическое, д. 326 стр. 6",п. Инта,Финляндия,099141,faddf150-cca9-4dc0-897a-5746af897231,Customer
НПО «Молчанова Горшкова»,IT,rao.org,8 252 670 67 77,"алл. Волочаевская, д. 46 стр. 515",к. Губкин,Замбия,413659,774476cf-d95f-4eb0-bd35-0815bebd9b95,Inactive
Жданова Инкорпорэйтед,Healthcare,ooo.org,8 (899) 848-8501,"пер. Ветеранов, д. 8/9",д. Березники,Фиджи,046631,de3f7f90-9a06-4335-8f25-4b968b6bc281,Active
"АО «Федотов, Шашков и Лукин»",Finance,ao.net,+72207850155,"бул. Заречный, д. 634 стр. 7",ст. Кингисепп,Пакистан,837237,98f787b6-4d51-4fd1-8677-cb054afb3bcf,Customer
НПО «Артемьева»,Education,ooo.edu,+7 114 085 38 44,"ул. Коммунаров, д. 3/8",клх Гатчина,Босния и Герцеговина,116213,66d9ab7a-85d6-4ebf-ad1e-2e844a0aac19,Active
"ЗАО «Мишин, Фадеева и Громова»",Education,ip.edu,+7 (113) 725-6089,"пр. Ермака, д. 6 к. 360",клх Шахты,Камбоджа,142585,a7fcbc70-3a97-49ad-becc-913734acedf4,Prospect
ИП «Гурьева Савельев»,Manufacturing,ip.biz,8 (812) 849-71-07,"бул. Радищева, д. 846 стр. 63",г. Кашхатау,Армения,127455,b523d68d-8183-4bd7-af73-2f8a7c86f19a,Prospect
"ООО «Шарапова, Дементьев и Рогова»",Construction,zao.com,88609577919,"наб. 50 лет ВЛКСМ, д. 3/1 стр. 3/7",ст. Ербогачен,Кабо-Верде,116402,f537eb31-1229-4f19-96fc-c46b5cd2772b,Customer
Калашникова Групп,Finance,ao.com,8 757 167 3417,"наб. Славянская, д. 1/3",ст. Тулун,Литва,559917,5e61efa8-bb0d-444f-9091-5e41a5465c3c,Customer
"АО «Терентьева, Данилова и Панфилов»",IT,tetra.biz,+7 304 632 5003,"ш. Красногвардейское, д. 8 стр. 30",г. Ижевск,Парагвай,670257,b522ce10-d536-4d92-be60-fcff2907f6d0,Active
ООО «Яковлева»,Manufacturing,zhuravlev.ru,8 354 572 1473,"бул. Волгоградский, д. 3/4 к. 38",г. Сочи,Гамбия,352136,56616c0b-b4a8-4354-8910-480c806eec3d,Active
ЗАО «Киселева Максимова»,Manufacturing,zao.biz,+73866026302,"бул. Колхозный, д. 14 к. 2/6",ст. Одинцово,Россия,849071,3850760f-ecb4-40b0-93b9-53950dd65020,Inactive
ИП «Сергеев-Максимова»,Manufacturing,rao.ru,8 (110) 633-05-10,"алл. Красноярская, д. 951 к. 37",п. Соликамск,Ирландия,523035,58ee0534-1093-4127-b709-7d91216eba3c,Prospect
Якушева Лимитед,Healthcare,ooo.org,8 720 037 08 64,"наб. 60 лет Октября, д. 7/4",г. Сладково,Бруней,991450,3f2b9a6f-86a5-416b-979a-6321cf0842aa,Prospect
Белоусов Групп,IT,ooo.ru,+7 977 990 3255,"бул. Речной, д. 33",п. Гусь-Хрустальный,Болгария,699319,e93da248-ee16-4d25-84e5-d62263149741,Inactive
НПО «Юдина»,Manufacturing,martinova.edu,+7 680 525 79 23,"пр. Березовый, д. 28 к. 1/2",клх Одинцово,Зимбабве,791007,ca44ac27-48af-450c-af9a-00ba0adb27bc,Prospect
"ООО «Беляева, Нестеров и Прохоров»",Healthcare,zao.ru,+7 569 333 31 32,"ул. Совхозная, д. 5/8",д. Углич,Люксембург,508307,9b7fa67f-8c9b-4845-ad3f-46cb738c60ae,Lead
РАО «Бурова»,Healthcare,ivanova.info,8 149 356 8298,"наб. Ключевая, д. 2 к. 71",к. Палана,Гамбия,198828,1b44d709-080b-4e82-b79c-df885f6afe45,Customer
Старттех,Healthcare,zao.edu,+70880825576,"наб. Чапаева, д. 286 стр. 3/2",п. Елабуга,Кипр,731751,b89ba927-a7a0-4fef-a0d9-b27d83a94f3f,Customer
РАО «Буров»,Construction,ooo.biz,8 306 655 5906,"алл. Осенняя, д. 6/6",д. Междуреченский,Сейшельские Острова,590298,0e6a1e25-f787-4892-8861-bf301f6fdf77,Lead
ЗАО «Игнатьев-Захаров»,Retail,ooo.edu,8 (167) 606-46-24,"наб. Минина, д. 3 стр. 5",г. Поярково,Эритрея,133961,f92fe856-fa71-4ddb-a2df-e70f16aaa7f9,Prospect
АО «Белозеров-Мартынова»,Construction,oao.info,+7 (839) 914-8761,"бул. Придорожный, д. 56 стр. 44",п. Бомнак,Бутан,759103,87c84aae-31c0-42d4-9683-2fb367559531,Lead
"НПО «Федоров, Беляев и Калашников»",IT,sovkomflot.info,+7 732 282 1266,"пр. Энгельса, д. 191 к. 1",с. Елец,Демократическая Республика Конго,345303,b8020fb1-3be3-4601-9509-8fdab4aae689,Active
Потапова Групп,Healthcare,npo.edu,+7 345 642 6482,"бул. Майский, д. 756 стр. 595",п. Муравленко,Гаити,467823,81bbe878-e8b2-45a7-8dab-4ea7ba67a5d6,Customer
ОАО «Терентьев-Симонов»,Retail,komus.com,8 551 570 7444,"ул. Строителей, д. 6/4",к. Макаров,Казахстан,690790,41dbe326-62e5-43e7-a64a-ea56c3971803,Inactive
Антонов и партнеры,Retail,rao.info,+7 600 615 69 08,"наб. Путейская, д. 653",клх Бирск,Эсватини,395711,e65ffab7-21fc-4fd9-90f8-71052d07609b,Active
ЗАО «Моисеев Щукина»,Education,gazprom.net,+7 (552) 371-15-63,"пер. Ильича, д. 97",ст. Белореченск,Коморы,210309,7561b1b9-7686-44c4-a825-a8ecc03a8846,Customer
Трофимов Инкорпорэйтед,Manufacturing,katerpillar.biz,8 (566) 138-1297,"наб. Приозерная, д. 1/4 к. 6/9",ст. Невинномысск,Молдавия,675300,23e656c8-3e22-456e-80c1-c6ee25e421f0,Active
Беркс,Construction,ao.info,+7 (306) 415-29-46,"ш. Сплавное, д. 24",д. Кондопога,Туркмения,531676,b1e609bd-df25-4316-8408-ac704ca8edc9,Prospect
"АО «Зайцева, Кошелев и Архипов»",Construction,rao.ru,8 613 107 7913,"пр. Советский, д. 97 к. 91",г. Горячий Ключ,Туркмения,822483,f92fe856-fa71-4ddb-a2df-e70f16aaa7f9,Lead
НПО «Молчанов»,Construction,lg.biz,8 (659) 951-7994,"бул. Раздольный, д. 2/5 стр. 52",с. Шерегеш,Восточный Тимор,200178,a1dcdd09-df37-4273-b539-36621628f61d,Inactive
Никонов Лтд,Finance,gushchina.net,+78906180604,"алл. Большая, д. 74 стр. 96",ст. Сорочинск,Индонезия,735039,201bb7b0-8151-4db0-918c-242bcf027139,Active
ИП «Блохин-Баранов»,Healthcare,soloveva.net,8 (522) 932-45-83,"алл. Троицкая, д. 887 стр. 2/7",г. Ершов,Панама,118482,c3c8d4f5-b269-4fb7-a3b1-065c2578d8d5,Customer
ЗАО «Горшкова»,Education,npo.net,+71473909112,"пер. Осипенко, д. 8/6 к. 53",к. Кабанск,Саудовская Аравия,981119,d2ccb0b2-cac7-4fa6-b57f-26040abb7970,Active
Командор-Холдинг,Manufacturing,kozlov.info,8 500 726 7979,"пр. Громова, д. 82",п. Солнечногорск,Сейшельские Острова,595853,475a3b3a-f564-4b3c-a451-aa1f60a23629,Active
Технониколь,Education,rao.com,8 (939) 352-4268,"пр. Стадионный, д. 94 стр. 710",д. Уссурийск,Словения,188957,56616c0b-b4a8-4354-8910-480c806eec3d,Inactive
АО «Кабанова Авдеева»,Manufacturing,ip.net,8 (703) 493-1472,"алл. Нефтяников, д. 1/1 к. 36",с. Тавда,Гамбия,160800,a44774d8-b88c-486f-8eef-e059ab53b94f,Customer
ООО «Кулаков»,Construction,belgrankorm-holding.net,+7 (127) 789-54-51,"алл. Металлистов, д. 888",с. Малгобек,Габон,648703,749126e2-8ef9-4cff-ad59-e2359b8bfb77,Inactive
"ИП «Абрамова, Фадеев и Анисимова»",Retail,zao.net,8 (877) 109-35-11,"бул. Смоленский, д. 148 стр. 24",п. Ирбит,Ангола,678084,7f8e182e-60c1-410f-84d7-69837e3aec81,Active
ЗАО «Лыткин»,Healthcare,rao.org,8 (742) 263-7370,"бул. Логовой, д. 1/4 к. 853",к. Саянск,Грузия,723151,1871d86e-e707-4cda-b05f-235c88b257a2,Prospect
Снежная Королева,Construction,kovalev.com,+7 (427) 811-8932,"наб. Карла Либкнехта, д. 159 к. 864",п. Тырныауз,Гамбия,490584,c72394f7-bfec-4d98-a5de-2ac3294525e5,Lead
"ЗАО «Киселев, Горбунов и Орехов»",IT,knjazev.com,8 (642) 980-42-80,"наб. Беляева, д. 4/9 стр. 87",к. Онега,Гана,579472,a7fcbc70-3a97-49ad-becc-913734acedf4,Customer
Сургутнефтегаз,Manufacturing,rao.net,8 829 634 3127,"ш. Минское, д. 9/8",г. Кулу,Ямайка,470458,6b8fb8d3-ab1a-4c09-b14f-c088b61924c9,Inactive
"АО «Прохоров, Жданов и Громова»",Finance,fosagro.biz,+73025942684,"пр. Прохладный, д. 74",ст. Бузулук,Андорра,830228,d25fa105-d738-4d72-b7f7-38ce5022770f,Inactive
СОГАЗ,Manufacturing,oao.com,+7 016 839 12 68,"ш. Фрунзе, д. 6 к. 260",д. Ижевск,Таджикистан,898962,8485cb90-81a2-43e4-83c5-15c871061eeb,Inactive
ОАО «Ковалев»,Construction,npo.info,+7 (653) 898-28-14,"ш. Большевистское, д. 378",к. Павловская,Вануату,072245,c7d53e27-7e7d-44d7-9cae-ba10507b4a2c,Prospect
ООО «Ларионова-Степанов»,IT,oao.info,+7 (377) 741-1916,"бул. Достоевского, д. 8/4",клх Одинцово,Венгрия,375725,78a996a5-b905-467e-9798-10380b14b738,Inactive
